id,cable_id,description,name,color,coordinates,length,rfs,owners,url,col10
northstar,1166,"[{""landing_point_id"":3649,""name"":""Hillsboro, Oregon, United States"",""latlon"":""45.522901,-122.989797""},{""landing_point_id"":5765,""name"":""Lena Point, Alaska, United States"",""latlon"":""58.550946,-134.747293""},{""landing_point_id"":5764,""name"":""Valdez, Alaska, United States"",""latlon"":""61.130352,-146.353342""},{""landing_point_id"":6255,""name"":""Whittier, Alaska, United States"",""latlon"":""60.772930,-148.684737""}]",NorthStar,#e02f92,"<MultiGeometry><LineString><coordinates>-148.684732544372,60.7730280692635,0 -148.521262201191,60.769022477661,0 -148.413541330236,60.7862096070208,0 -148.313980853891,60.7771285136344,0 -148.197480081929,60.7763418411346,0 -148.099619433481,60.7524195695815,0 -148.08273101771,60.7255726030765,0 -148.060810256872,60.6911957900313,0 -148.05646150507,60.6587681361093,0 -147.875702966129,60.6064228750349,0 -147.633851330818,60.6025163234292,0 -147.505732525094,60.57448554085,0 -147.4952314339,60.485024569021,0 -147.568031064946,60.3118024295591,0 -147.640540779204,60.2512390907528,0 -147.762522504314,60.118733296413,0 -147.788782861688,60.0240133977262,0 -147.894251536973,59.9622849832271,0 -148.009290517978,59.8779021485417,0 -148.081311951333,59.8393348433743,0 -147.824821044166,59.4517173189052,0 -145.349822797478,58.5243939608448,0 -139.049827260454,56.8407386421456,0 -138.149827898022,55.8431858414811,0 -135.449829810726,54.0340382567242,0 -132.299832042214,50.7402818939482,0 -127.799835230054,47.805412175893,0 -125.099837142758,46.5823550820959,0 -124.199837780326,46.0383951936514,0 -123.524838258502,45.8819849045008,0 -122.989798354326,45.5228968202592,0</coordinates></LineString><LineString><coordinates>-146.353432316004,61.1303556332076,0 -146.559343425017,61.1091545030718,0 -146.659541718294,61.0674654714594,0 -146.801042472545,60.9658936435798,0 -146.820082376049,60.9192222752395,0 -146.859053295708,60.858765762698,0 -147.069841110251,60.7876632963782,0 -147.329951399619,60.7787018007115,0 -147.530781335474,60.7664024785234,0 -147.683320289914,60.7650134046599,0 -147.787470606758,60.7646318459402,0 -147.889960768528,60.7658987226386,0 -148.028241920568,60.7565256314988,0 -148.210462250466,60.7881667103082,0 -148.322382337197,60.7873803087432,0 -148.386881192872,60.7909993832118,0 -148.473160428626,60.7834688657265,0 -148.518179927984,60.7774175513313,0 -148.684732544372,60.7730280692635,0</coordinates></LineString><LineString><coordinates>-134.747291245911,58.5510514693153,0 -134.895441775725,58.4981244041264,0 -134.9838114641,58.4916942950176,0 -135.038892601838,58.4602412544374,0 -135.052662123333,58.4135715559959,0 -135.029221588181,58.3655082428044,0 -135.014771525175,58.3057345656631,0 -135.014771525175,58.2388437468407,0 -135.063892584127,58.1868102677273,0 -135.174930713475,58.1791904709736,0 -135.271311260432,58.1990088379662,0 -135.352371994024,58.2227248657736,0 -135.447492165897,58.2875671405661,0 -135.545871612806,58.3294818428279,0 -135.631860931773,58.3579011752611,0 -135.76961107833,58.3602321344515,0 -135.883472081655,58.3436303016197,0 -135.986990685079,58.3271232155689,0 -136.113009882915,58.3010652988779,0 -136.284060787132,58.2885424652039,0 -136.392071574874,58.2745003331133,0 -136.477560405914,58.2408998556668,0 -136.550561452832,58.1985199463033,0 -136.871270454155,58.1451904095552,0 -139.049827260454,56.8407386421456,0</coordinates></LineString></MultiGeometry>","3,229 km",October 1999,Alaska Communications Systems Group,http://akorn.alaskacommunications.com,
oran-valencia-orval,1664,"[{""landing_point_id"":8359,""name"":""Oran, Algeria"",""latlon"":""35.701641,-0.641961""},{""landing_point_id"":3066,""name"":""Valencia, Spain"",""latlon"":""39.468314,-0.376971""}]",Oran-Valencia (ORVAL),#b6b8ba,"<MultiGeometry><LineString><coordinates>-0.376976278852554,39.4596482817076,0 0.450073916507327,39.1770145849211,0 0.900073597723351,38.6518117127113,0 0.675073757115322,37.5897865736031,0 7.42352913356379e-05,36.5123882123937,0 -0.642015153596511,35.7016446875981,0</coordinates></LineString></MultiGeometry>",560 km,2018,Algerie Telecom,,
pacific-caribbean-cable-system-pccs,1727,"[{""landing_point_id"":8722,""name"":""Balboa, Panama"",""latlon"":""8.950030,-79.566679""},{""landing_point_id"":5693,""name"":""Cartagena, Colombia"",""latlon"":""10.386699,-75.505683""},{""landing_point_id"":10790,""name"":""Hudishibana, Aruba"",""latlon"":""12.616630,-70.049972""},{""landing_point_id"":3655,""name"":""Jacksonville, Florida, United States"",""latlon"":""30.331758,-81.655741""},{""landing_point_id"":8918,""name"":""Manta, Ecuador"",""latlon"":""-0.950014,-80.716190""},{""landing_point_id"":5928,""name"":""Maria Chiquita, Panama"",""latlon"":""9.437334,-79.753544""},{""landing_point_id"":4262,""name"":""San Juan, Puerto Rico, United States"",""latlon"":""18.465833,-66.106664""},{""landing_point_id"":14631,""name"":""Tera Cora, Curaçao"",""latlon"":""12.234501,-69.020627""},{""landing_point_id"":9589,""name"":""Tortola, Virgin Islands (U.K.)"",""latlon"":""18.414784,-64.597241""}]",Pacific Caribbean Cable System (PCCS),#45ba7b,"<MultiGeometry><LineString><coordinates>-66.1066660434486,18.4661054185857,0 -65.6998792222452,18.5720390525669,0 -64.8357440922192,18.5752789939382,0 -64.5971456284321,18.41441122627,0</coordinates></LineString><LineString><coordinates>-76.0498718902133,10.8530896907454,0 -75.5057316506874,10.3868034557083,0</coordinates></LineString><LineString><coordinates>-70.049924968757,12.6169203400705,0 -69.7498763531893,13.9293038432719,0</coordinates></LineString><LineString><coordinates>-70.049924968757,12.6169203400705,0 -69.0205799948297,12.4790824538655,0 -69.0205799948297,12.2348745192909,0</coordinates></LineString><LineString><coordinates>-81.6556296377919,30.3320979005147,0 -80.5498687023734,30.2233056741816,0 -79.1998696587254,30.1260498467229,0 -73.3498738029173,29.5405077453945,0 -69.2998766719733,27.5643094879419,0 -66.3748787440692,23.7112581424844,0 -64.7998798598132,20.7963061051089,0 -64.4623800989012,18.8916615843033,0 -64.5971456284321,18.41441122627,0 -64.3498801785972,18.3052280789763,0 -64.2373802582932,18.2518163190283,0 -64.2373802582932,17.8239344125379,0 -66.1498789034612,16.102325595803,0 -69.7498763531893,13.9293038432719,0 -71.5498750780533,13.9293038432719,0 -74.2498731653493,12.6153955673934,0 -76.0498718902133,10.8530896907454,0 -78.2998702962933,10.8530896907454,0 -79.3123695790294,9.96791518697424,0 -79.7534764442795,9.43772136833017,0</coordinates></LineString><LineString><coordinates>-79.5666174457928,8.95031649141133,0 -79.0873697384213,8.19054341779558,0 -78.5248701369013,7.29876275445962,0 -78.7498699775093,5.06198695441612,0 -80.9998683835894,2.36791255870535,0 -80.9998683835894,0.568578852526363,0 -80.8873684632854,-0.331409329660171,0 -80.7161283502185,-0.949726620625963,0</coordinates></LineString></MultiGeometry>","6,000 km",September 2015,"C&W Networks,  Telconet,  Setar,  United Telecommunication Services (UTS),  Telxius",,
pacific-crossing-1-pc-1,1007,"[{""landing_point_id"":5884,""name"":""Ajigaura, Japan"",""latlon"":""36.383562,140.612268""},{""landing_point_id"":5748,""name"":""Grover Beach, California, United States"",""latlon"":""35.120635,-120.621420""},{""landing_point_id"":3641,""name"":""Harbour Pointe, Washington, United States"",""latlon"":""47.886217,-122.302181""},{""landing_point_id"":5883,""name"":""Shima, Japan"",""latlon"":""34.336834,136.874380""}]",Pacific Crossing-1 (PC-1),#05a6d8,"<MultiGeometry><LineString><coordinates>-179.99979825111,49.0003343894634,0 -151.199818653286,49.0003343894634,0 -138.599827579238,48.406382495538,0 -125.099837142758,48.406382495538,0 -124.649837461542,48.481009942103,0 -123.74983809911,48.2567985689476,0 -122.849838736678,48.2193340142027,0 -122.302182874642,47.8863209533951,0 -122.849838736678,48.1818420220076,0 -123.74983809911,48.1818420220076,0 -124.649837461542,48.406382495538,0 -125.099837142758,48.2567985689476,0 -127.349835548838,42.7437134644367,0 -126.449836186406,38.6518117127113,0 -122.849838736678,35.6029303229062,0 -120.62152000274,35.1209529462066,0 -122.849838736678,35.4197805170805,0 -129.599833954918,38.6518117127113,0 -138.599827579238,42.7437134644367,0 -151.199818653286,44.6948290895781,0 -179.99979825111,44.6948290895781,0</coordinates></LineString><LineString><coordinates>179.999946721693,44.6948290895781,0 172.799951822237,44.6948290895781,0 160.199960748189,41.407726237436,0 143.099972861981,33.9396400883196,0 138.599976049821,33.1897146646004,0 137.699976687389,33.5654914823521,0 136.874000710018,34.3368305744122,0 137.699976687389,33.7527698711306,0 138.599976049821,33.5654914823521,0 140.849974455901,34.3121516522355,0 141.524973977725,35.0522299109368,0 141.524973977725,35.7856618995262,0 140.612474624148,36.3834805905301,0 142.199973499549,36.1498667868178,0 149.399968399005,39.6983233549333,0 160.199960748189,45.9602452412534,0 172.799951822237,49.0003343894634,0 179.999946721693,49.0003343894634,0</coordinates></LineString></MultiGeometry>","20,900 km",December 1999,NTT,http://www.pc1.com,
palawa-iloilo-cable-system,1796,"[{""landing_point_id"":14753,""name"":""San Jose de Buenavista, Philippines"",""latlon"":""10.748808,121.941306""},{""landing_point_id"":14655,""name"":""Taytay, Philippines"",""latlon"":""10.819609,119.500389""}]",Palawa-Iloilo Cable System,#4eb84b,"<MultiGeometry><LineString><coordinates>119.500380205153,10.8199991092412,0 120.149989119964,10.8530896907454,0 121.049988482396,11.0739827812267,0 121.499988163612,10.8530896907454,0 121.941296444735,10.7492977305717,0</coordinates></LineString></MultiGeometry>",300 km,January 2014,PLDT,,
pan-american-pan-am,1073,"[{""landing_point_id"":5800,""name"":""Arica, Chile"",""latlon"":""-18.473810,-70.306711""},{""landing_point_id"":5776,""name"":""Baby Beach, Aruba"",""latlon"":""12.414139,-69.878683""},{""landing_point_id"":4315,""name"":""Barranquilla, Colombia"",""latlon"":""10.940459,-74.779755""},{""landing_point_id"":6093,""name"":""Colón, Panama"",""latlon"":""9.353716,-79.900029""},{""landing_point_id"":5930,""name"":""Lurin, Peru"",""latlon"":""-12.278525,-76.874286""},{""landing_point_id"":3334,""name"":""Panama City, Panama"",""latlon"":""8.964605,-79.536699""},{""landing_point_id"":5824,""name"":""Punta Carnero, Ecuador"",""latlon"":""-2.272914,-80.914433""},{""landing_point_id"":5965,""name"":""Punto Fijo, Venezuela"",""latlon"":""11.708598,-70.204367""},{""landing_point_id"":5750,""name"":""St. Croix, Virgin Islands, United States"",""latlon"":""17.771864,-64.819408""},{""landing_point_id"":4359,""name"":""St. Thomas, Virgin Islands (U.S.)"",""latlon"":""18.324513,-64.904418""}]",Pan American (PAN-AM),#3c4ba0,"<MultiGeometry><LineString><coordinates>-64.8824969887865,17.4398415287579,0 -64.9729266122253,17.6300823531745,0 -64.9729266122253,17.7739101621269,0 -64.8192646117059,17.7739101621269,0</coordinates></LineString><LineString><coordinates>-70.1998760344053,15.0185785737576,0 -69.8103743572069,12.506160166812,0 -69.8785871995093,12.4146184854943,0 -69.9257063067547,12.33229883178,0 -70.1076885997117,12.2742875217084,0 -70.3896708218279,12.0802197023286,0 -70.2043193906326,11.7087810894319,0</coordinates></LineString><LineString><coordinates>-70.3067607243122,-18.4735438146429,0 -72.8998741217013,-18.8801399751012,0 -74.6998728465653,-18.4538137757772,0 -76.9498712526454,-15.4410236595679,0 -77.8498706150773,-13.6989872696108,0 -77.6248707744693,-12.8229956256297,0 -76.8742853686911,-12.2784198891236,0 -79.1998696587254,-11.9439449317469,0 -80.0998690211574,-11.5033338459843,0 -82.3498674272374,-6.61665069347535,0 -82.3498674272374,-3.02999596800863,0 -82.7998671084534,0.568578852526363,0 -81.8998677460214,2.36791255870535,0 -79.6498693399414,5.06198695441612,0 -78.9748698181174,7.29876275445962,0 -79.3123695790294,8.19054341779558,0 -79.5366919298829,8.96478626579095,0</coordinates></LineString><LineString><coordinates>-80.9144192253723,-2.27290327360397,0 -81.4498680648054,-2.80528793230792,0 -82.3498674272374,-3.02999596800863,0</coordinates></LineString><LineString><coordinates>-79.8939121358091,9.35621290191797,0 -79.7623692602454,9.96791518697424,0 -78.2998702962933,11.0739827812267,0 -76.0498718902133,11.0739827812267,0 -74.7797556024756,10.9404503714381,0 -75.0373726074773,11.7356501614058,0 -74.2498731653493,13.0541506952987,0 -71.5498750780533,14.3656537592285,0 -70.1998760344053,15.0185785737576,0 -68.3998773095413,15.6695132251553,0 -66.1498789034612,16.7497713156447,0 -64.8824969887865,17.4398415287579,0 -64.3498801785972,17.8239344125379,0 -64.3498801785972,18.1983881336611,0 -64.5748800192052,18.2518163190283,0 -64.9044208013805,18.324511614309,0</coordinates></LineString></MultiGeometry>","7,225 km",February 1999,"AT&T,  Telefonica del Peru,  Softbank Telecom,  Telecom Italia Sparkle,  Sprint,  CANTV,  Tata Communications,  Telefónica de Argentina,  Telstra,  Verizon,  Entel Chile,  Telecom Argentina,  Telconet,  Instituto Costarricense de Electricidad,  C&W Networks,  Embratel",,
pan-american-crossing-pac,1072,"[{""landing_point_id"":5925,""name"":""Fort Amador, Panama"",""latlon"":""8.934112,-79.546733""},{""landing_point_id"":5748,""name"":""Grover Beach, California, United States"",""latlon"":""35.120635,-120.621420""},{""landing_point_id"":3470,""name"":""Mazatlán, Mexico"",""latlon"":""23.199535,-106.421867""},{""landing_point_id"":3484,""name"":""Tijuana, Mexico"",""latlon"":""32.530853,-117.038219""},{""landing_point_id"":7981,""name"":""Unqui, Costa Rica"",""latlon"":""9.525860,-84.454275""}]",Pan-American Crossing (PAC),#37aab8,"<MultiGeometry><LineString><coordinates>-85.0498655145334,7.74488905255147,0 -84.5998658333174,8.63569941732753,0 -84.4522096879184,9.5258559921006,0</coordinates></LineString><LineString><coordinates>-118.799841605734,31.2867388143918,0 -117.449842562086,32.4333133064172,0 -117.038221759932,32.5310144440612,0</coordinates></LineString><LineString><coordinates>-106.421871858779,23.199719803199,0 -107.549849575334,22.0529856166776,0 -107.99984925655,20.3750412534655,0</coordinates></LineString><LineString><coordinates>-79.5465491006344,8.93410966085002,0 -79.6498693399414,8.19054341779558,0 -79.6498693399414,7.29876275445962,0 -80.0998690211574,6.85219109875442,0 -80.9998683835894,6.85219109875442,0 -85.0498655145334,7.74488905255147,0 -87.2998639206134,9.52441134501959,0 -98.0998562697975,14.3656537592285,0 -102.599853081958,16.102325595803,0 -106.649850212902,18.6786470221547,0 -107.99984925655,20.3750412534655,0 -111.599846706278,22.4694439648296,0 -116.099843518438,27.7635885260577,0 -118.799841605734,31.2867388143918,0 -120.599840330598,32.8123187832877,0 -121.049840011814,34.3121516522355,0 -120.62152000274,35.1209529462066,0</coordinates></LineString></MultiGeometry>","10,000 km",March 2000,Level 3,http://www.level3.com,
penbal-5,1187,"[{""landing_point_id"":7762,""name"":""Gavá, Spain"",""latlon"":""41.304006,2.001348""},{""landing_point_id"":5948,""name"":""Ses Covetes, Spain"",""latlon"":""39.354544,2.970964""}]",PENBAL-5,#a92a91,"<MultiGeometry><LineString><coordinates>2.00134234882422,41.3043697462031,0 1.80007296015533,40.7292041248866,0 1.80007296015533,40.04369219283,0 2.02507280076336,39.3512175711712,0 2.47507248197935,39.1770145849211,0 2.97097056818049,39.3548421951108,0</coordinates></LineString></MultiGeometry>",309 km,1994,Telefonica,,
pencan-6,1448,"[{""landing_point_id"":5944,""name"":""Conil, Spain"",""latlon"":""36.276567,-6.087222""},{""landing_point_id"":5722,""name"":""El Médano, Canary Islands, Spain"",""latlon"":""28.046652,-16.538584""}]",Pencan-6,#bf3d28,"<MultiGeometry><LineString><coordinates>-16.5385859235667,28.0467418421099,0 -15.4383913904548,28.7730630243942,0 -14.6249154042288,29.7360694972921,0 -11.2499177951088,33.9396400883196,0 -9.22491922963675,35.4197805170805,0 -8.54991970781273,35.7856618995262,0 -6.74992098294873,36.2406552332149,0 -6.08712848372714,36.2767206907208,0</coordinates></LineString></MultiGeometry>","1,854 km",2000,Telefonica,,
pencan-8,1701,"[{""landing_point_id"":7775,""name"":""Candelaria, Canary Islands, Spain"",""latlon"":""28.355538,-16.371739""},{""landing_point_id"":5944,""name"":""Conil, Spain"",""latlon"":""36.276567,-6.087222""}]",Pencan-8,#a62e60,"<MultiGeometry><LineString><coordinates>-6.08712848372714,36.2767206907208,0 -6.74992098294873,36.3313383558881,0 -8.54991970781273,35.8768705700928,0 -9.44991907024474,35.4197805170805,0 -11.4749176357168,33.9396400883196,0 -14.8499152448368,29.7360694972921,0 -15.5464967826219,28.8682910418006,0 -15.9405394722284,28.3450531150053,0 -16.3717403386366,28.3555382075001,0</coordinates></LineString></MultiGeometry>","1,400 km",2011,Telefonica,,
persona,1577,"[{""landing_point_id"":9374,""name"":""New Victoria, NS, Canada"",""latlon"":""46.252905,-60.129567""},{""landing_point_id"":9375,""name"":""Rose Blanche, NL, Canada"",""latlon"":""47.617687,-58.686599""}]",Persona,#90ad3d,"<MultiGeometry><LineString><coordinates>-60.1353812110628,46.2514554511735,0 -59.3998836852212,46.5823550820959,0 -58.9498840040052,47.1974073955698,0 -58.6865052843351,47.6176810664718,0</coordinates></LineString><LineString><coordinates>-58.6865052843351,47.6176810664718,0 -59.1748838446132,47.1974073955698,0 -59.6248835258292,46.5823550820959,0 -60.1353812110628,46.2514554511735,0</coordinates></LineString></MultiGeometry>",800 km,2008,EastLink,,
picot-1,1802,"[{""landing_point_id"":14839,""name"":""Mouly, New Caledonia"",""latlon"":""-20.705938,166.489014""},{""landing_point_id"":14837,""name"":""Poindimie, New Caledonia"",""latlon"":""-20.945879,165.341554""},{""landing_point_id"":14838,""name"":""Xepenehe, New Caledonia"",""latlon"":""-20.780913,167.151318""}]",Picot-1,#c93a95,"<MultiGeometry><LineString><coordinates>166.489018792961,-20.7056521427166,0 166.466362559011,-20.8271881376646,0 166.161870587216,-20.9770782231821,0</coordinates></LineString><LineString><coordinates>165.341558668333,-20.9456164704625,0 165.857769240144,-21.0245774753153,0 166.161870587216,-20.9770782231821,0 166.680424907367,-20.9926698551797,0 166.981205944291,-20.8490012918361,0 167.15151832364,-20.7806306784768,0</coordinates></LineString></MultiGeometry>",n.a.,2008,OPT,http://telecom.opt.nc,
