Station,Day(Local_Date),Rain(mm),Tmean(C),Tmax(C),Tmin(C),Tgmin(C),VapPress(hPa)
1962,2014 Jun 25,11.0,15.3,16.8,13.8,13.0,16.1
2283,2014 Jun 25,-,14.3,15.8,12.8,11.5,14.8
24120,2014 Jun 25,3.4,13.7,17.7,8.0,-,11.3
24976,2014 Jun 25,0.0,12.0,16.8,6.1,2.5,11.0
3445,2014 Jun 25,2.3,14.4,16.2,12.6,-,12.8
4271,2014 Jun 25,42.6,13.4,14.5,12.2,10.6,14.9
5451,2014 Jun 25,11.2,8.8,13.8,3.7,1.6,9.2
11104,2014 Jun 26,0.0,8.6,13.5,3.6,-0.9,8.4
18183,2014 Jun 26,0.2,15.9,18.8,13.8,12.4,16.5
1962,2014 Jun 26,7.8,16.3,19.0,13.6,12.0,16.2
2283,2014 Jun 26,-,14.1,16.9,11.2,7.6,15.7
24120,2014 Jun 26,0.0,9.5,15.4,4.2,-,9.5
24976,2014 Jun 26,1.2,16.0,21.4,12.4,11.0,13.9
3445,2014 Jun 26,4.0,14.1,16.3,11.9,-,13.8
4271,2014 Jun 26,3.2,12.3,14.2,10.4,5.5,13.5
5451,2014 Jun 26,0.0,7.3,13.0,1.6,-0.7,7.1
11104,2014 Jun 27,1.0,5.1,9.1,1.1,-2.8,7.8
18183,2014 Jun 27,5.8,14.1,17.4,11.1,9.2,13.3
1962,2014 Jun 27,12.8,12.7,15.8,9.5,8.1,12.8
2283,2014 Jun 27,9.4,12.8,14.6,10.9,9.0,12.8
24120,2014 Jun 27,0.0,7.2,15.5,0.6,-,8.2
24976,2014 Jun 27,0.1,14.4,18.6,9.7,7.0,10.8
3445,2014 Jun 27,0.8,13.5,15.9,11.0,-,11.8
4271,2014 Jun 27,0.6,9.4,13.2,5.6,0.4,10.5
5451,2014 Jun 27,0.0,5.3,9.5,1.0,-1.7,7.3
11104,2014 Jun 28,8.2,7.2,11.8,2.6,-1.6,8.5
18183,2014 Jun 28,0.0,13.9,16.5,12.4,10.6,12.3
1962,2014 Jun 28,7.0,13.6,16.0,11.1,9.6,11.8
2283,2014 Jun 28,2.0,11.3,14.4,8.2,3.7,10.4
24120,2014 Jun 28,0.0,6.9,13.9,2.0,-,8.1
24976,2014 Jun 28,0.0,12.6,17.2,8.0,3.4,7.9
3445,2014 Jun 28,0.9,10.1,14.1,6.0,-,10.0
4271,2014 Jun 28,0.0,9.0,14.0,4.0,-0.9,8.5
5451,2014 Jun 28,0.0,5.5,10.6,0.3,-2.8,6.5
11104,2014 Jun 29,0.0,8.0,12.7,3.3,-1.6,7.6
18183,2014 Jun 29,0.0,12.9,17.4,7.0,5.5,12.4
1962,2014 Jun 29,0.0,11.1,15.9,6.2,3.6,11.2
2283,2014 Jun 29,0.0,8.9,14.1,3.6,1.5,10.8
24120,2014 Jun 29,0.0,7.8,13.6,0.9,-,8.7
24976,2014 Jun 29,0.0,8.9,16.2,4.1,0.5,8.4
3445,2014 Jun 29,0.6,9.6,14.0,5.2,-,10.1
4271,2014 Jun 29,0.8,7.4,13.0,1.7,-2.3,9.1
5451,2014 Jun 29,0.0,6.4,13.1,-0.3,-2.4,6.8
11104,2014 Jun 30,0.2,10.1,14.9,5.2,1.0,9.2
18183,2014 Jun 30,13.2,15.3,16.7,14.4,12.7,16.4
1962,2014 Jun 30,13.2,14.1,16.1,12.1,9.1,15.1
2283,2014 Jun 30,42.0,12.1,14.6,9.6,7.0,13.8
24120,2014 Jun 30,0.0,13.2,18.1,7.7,-,9.0
24976,2014 Jun 30,0.0,12.1,17.6,4.4,1.8,10.6
3445,2014 Jun 30,9.2,12.7,14.2,11.2,-,12.0
4271,2014 Jun 30,26.6,12.8,15.6,9.9,7.9,13.7
5451,2014 Jun 30,13.0,7.7,12.3,3.0,1.0,8.5
11104,2014 Jul 01,1.2,4.6,8.0,1.2,-4.1,7.2
18183,2014 Jul 01,7.0,13.3,16.4,11.4,8.3,13.6
1962,2014 Jul 01,9.0,12.9,16.0,9.8,8.2,12.9
2283,2014 Jul 01,11.2,11.6,15.1,8.1,5.7,12.2
24120,2014 Jul 01,0.5,8.7,13.1,3.3,-,8.9
24976,2014 Jul 01,0.0,13.0,18.3,6.1,2.9,10.5
3445,2014 Jul 01,0.2,12.5,15.9,9.1,-,11.0
4271,2014 Jul 01,0.6,9.0,12.9,5.0,-0.7,10.0
5451,2014 Jul 01,0.4,3.0,6.2,-0.2,-3.7,6.8
11104,2014 Jul 02,3.6,4.1,7.7,0.4,-2.9,6.6
18183,2014 Jul 02,9.8,11.6,14.8,9.1,7.0,10.7
1962,2014 Jul 02,7.4,10.2,13.3,7.1,5.1,9.9
2283,2014 Jul 02,3.8,8.8,11.3,6.3,3.9,8.6
24120,2014 Jul 02,2.0,5.9,8.7,3.7,-,7.0
24976,2014 Jul 02,0.0,9.7,14.2,4.3,1.9,7.0
3445,2014 Jul 02,3.3,9.6,11.8,7.4,-,7.4
4271,2014 Jul 02,0.2,6.0,9.5,2.4,-1.9,6.9
5451,2014 Jul 02,2.8,1.6,3.2,0.0,-4.2,6.0
11104,2014 Jul 03,4.2,4.1,6.2,1.9,-0.5,7.2
18183,2014 Jul 03,11.4,10.8,14.2,8.9,7.6,10.3
1962,2014 Jul 03,5.4,10.3,13.4,7.2,5.0,9.5
2283,2014 Jul 03,1.8,5.2,11.0,-0.6,-4.0,7.9
24120,2014 Jul 03,0.0,2.5,9.1,-2.9,-,5.2
24976,2014 Jul 03,0.0,7.2,13.6,1.9,-2.0,5.8
3445,2014 Jul 03,0.0,6.7,10.4,3.0,-,6.4
4271,2014 Jul 03,0.0,5.1,10.7,-0.5,-6.5,6.1
5451,2014 Jul 03,0.2,1.3,4.1,-1.6,-3.4,5.5
11104,2014 Jul 04,10.2,6.4,10.6,2.1,0.6,7.9
18183,2014 Jul 04,6.0,11.4,14.3,7.4,7.0,10.6
1962,2014 Jul 04,2.6,9.9,12.9,6.9,4.6,10.2
2283,2014 Jul 04,0.4,7.8,13.0,2.5,-1.0,8.9
24120,2014 Jul 04,0.0,3.4,11.0,-3.3,-,5.4
24976,2014 Jul 04,0.0,5.8,12.4,1.9,-0.7,6.5
3445,2014 Jul 04,0.0,10.5,12.0,8.9,-,7.2
4271,2014 Jul 04,0.0,5.3,11.1,-0.5,-6.3,6.5
5451,2014 Jul 04,1.6,5.6,11.9,-0.8,-2.3,6.6
11104,2014 Jul 05,6.2,6.8,9.1,4.4,-0.2,7.9
18183,2014 Jul 05,3.8,14.3,16.9,12.1,10.5,14.0
1962,2014 Jul 05,1.6,14.4,16.3,12.4,10.6,13.2
2283,2014 Jul 05,2.8,11.9,15.4,8.3,2.7,11.7
24120,2014 Jul 05,0.0,7.6,12.7,2.8,-,7.0
24976,2014 Jul 05,0.0,12.5,18.6,3.8,0.6,8.5
3445,2014 Jul 05,0.0,13.2,16.5,9.9,-,9.6
4271,2014 Jul 05,0.0,8.1,13.5,2.7,-3.3,7.9
5451,2014 Jul 05,1.4,7.0,10.0,3.9,2.1,6.1
11104,2014 Jul 06,0.6,5.7,9.6,1.8,-1.9,8.6
18183,2014 Jul 06,5.0,13.8,17.8,12.2,10.1,14.5
1962,2014 Jul 06,0.2,12.3,15.8,8.7,5.7,11.6
2283,2014 Jul 06,0.0,8.1,13.0,3.2,-1.1,9.1
24120,2014 Jul 06,0.0,5.4,11.3,-0.6,-,7.2
24976,2014 Jul 06,0.0,8.2,14.2,3.5,-0.7,7.3
3445,2014 Jul 06,0.1,10.5,11.8,9.1,-,8.1
4271,2014 Jul 06,0.0,7.0,13.1,0.9,-5.7,7.5
5451,2014 Jul 06,0.0,3.5,8.2,-1.2,-3.8,6.3
11104,2014 Jul 07,0.2,3.5,8.5,-1.5,-5.6,7.2
18183,2014 Jul 07,2.2,14.7,17.9,12.8,11.5,14.9
1962,2014 Jul 07,0.0,12.4,14.7,10.0,7.2,12.1
2283,2014 Jul 07,0.0,9.9,13.6,6.1,4.3,9.3
24120,2014 Jul 07,0.2,6.0,10.9,1.2,-,8.3
24976,2014 Jul 07,0.0,8.3,14.7,3.4,1.5,8.0
3445,2014 Jul 07,0.4,7.2,11.2,3.1,-,9.0
4271,2014 Jul 07,0.0,6.7,12.8,0.6,-5.8,7.5
5451,2014 Jul 07,0.2,2.1,7.7,-3.6,-5.7,5.5
11104,2014 Jul 08,0.2,2.3,7.2,-2.6,-4.9,6.3
18183,2014 Jul 08,64.4,14.0,15.0,13.0,12.2,14.0
1962,2014 Jul 08,4.0,13.1,14.3,11.8,10.5,11.1
2283,2014 Jul 08,0.0,8.7,11.6,5.7,3.0,8.6
24120,2014 Jul 08,0.2,5.8,10.3,0.4,-,8.0
24976,2014 Jul 08,0.0,9.4,13.8,5.9,3.0,8.9
3445,2014 Jul 08,0.2,6.7,12.9,0.5,-,7.8
4271,2014 Jul 08,0.0,7.5,14.1,0.8,-4.8,7.4
5451,2014 Jul 08,0.0,2.3,7.5,-3.0,-5.0,5.7
11104,2014 Jul 09,0.0,4.1,7.2,0.9,-1.7,6.8
18183,2014 Jul 09,10.8,14.5,16.3,12.8,11.4,15.0
1962,2014 Jul 09,0.6,13.9,14.9,12.8,11.5,12.1
2283,2014 Jul 09,3.8,11.2,13.8,8.5,6.2,9.0
24120,2014 Jul 09,5.2,8.8,10.8,6.7,-,9.9
24976,2014 Jul 09,0.9,11.0,13.1,7.6,6.9,10.9
3445,2014 Jul 09,0.1,11.0,12.9,9.1,-,9.8
4271,2014 Jul 09,0.0,9.4,13.9,4.9,-1.4,8.0
5451,2014 Jul 09,0.0,2.6,5.3,-0.2,-1.7,6.5
11104,2014 Jul 10,0.0,6.0,9.2,2.7,-0.3,7.7
18183,2014 Jul 10,43.8,15.5,16.9,14.7,14.2,17.3
1962,2014 Jul 10,0.2,14.6,15.7,13.4,12.2,12.9
2283,2014 Jul 10,0.0,13.7,16.3,11.1,8.6,10.3
24120,2014 Jul 10,1.0,11.0,12.9,9.3,-,11.3
24976,2014 Jul 10,0.7,11.2,15.3,7.7,4.3,10.7
3445,2014 Jul 10,0.0,11.9,15.6,8.2,-,10.4
4271,2014 Jul 10,0.0,9.3,13.8,4.7,-1.5,9.9
5451,2014 Jul 10,0.0,6.9,13.0,0.7,-1.3,7.4
11104,2014 Jul 11,0.0,8.8,14.7,2.8,0.0,9.0
18183,2014 Jul 11,93.0,14.8,15.8,12.0,11.8,16.4
1962,2014 Jul 11,4.2,14.8,16.7,12.8,12.0,12.4
2283,2014 Jul 11,1.4,13.8,15.7,11.8,10.8,11.7
24120,2014 Jul 11,0.2,11.4,14.5,10.2,-,11.3
24976,2014 Jul 11,0.0,10.9,16.4,6.2,3.1,10.6
3445,2014 Jul 11,0.0,10.8,14.2,7.3,-,10.0
4271,2014 Jul 11,16.6,10.5,12.2,8.7,7.4,11.7
5451,2014 Jul 11,1.0,10.0,14.2,5.8,2.3,10.0
11104,2014 Jul 12,4.4,7.3,10.6,3.9,2.6,9.7
18183,2014 Jul 12,6.0,13.3,17.6,8.8,7.8,14.2
1962,2014 Jul 12,26.0,12.9,14.9,10.9,9.6,13.7
2283,2014 Jul 12,16.0,10.7,13.7,7.7,5.0,12.7
24120,2014 Jul 12,0.0,11.9,14.8,10.0,-,10.9
24976,2014 Jul 12,0.0,13.2,16.6,9.3,5.6,10.6
3445,2014 Jul 12,2.2,10.9,14.5,7.3,-,11.0
4271,2014 Jul 12,15.6,12.5,14.2,10.8,9.7,12.5
5451,2014 Jul 12,0.0,7.3,10.7,3.8,0.5,9.8
11104,2014 Jul 13,4.4,5.2,9.3,1.0,-2.1,8.1
18183,2014 Jul 13,2.4,12.6,16.8,8.8,7.4,13.4
1962,2014 Jul 13,1.4,12.5,16.2,8.8,5.3,13.1
2283,2014 Jul 13,14.0,11.3,15.5,7.0,4.2,13.0
24120,2014 Jul 13,0.0,10.0,16.5,3.7,-,8.8
24976,2014 Jul 13,2.6,12.2,18.4,7.4,4.4,11.6
3445,2014 Jul 13,0.3,12.4,14.3,10.4,-,12.3
4271,2014 Jul 13,0.6,10.4,13.7,7.0,0.0,12.1
5451,2014 Jul 13,8.6,4.7,8.6,0.8,-1.3,7.3
11104,2014 Jul 14,0.4,5.0,9.6,0.4,-3.6,7.0
18183,2014 Jul 14,0.2,11.0,15.2,7.3,6.6,11.5
1962,2014 Jul 14,0.2,9.6,12.1,7.1,4.1,11.5
2283,2014 Jul 14,0.0,10.1,14.2,5.9,2.7,11.0
24120,2014 Jul 14,0.5,6.1,9.0,1.7,-,8.1
24976,2014 Jul 14,4.4,10.5,16.0,5.8,3.2,10.7
3445,2014 Jul 14,1.7,10.0,11.5,8.5,-,10.7
4271,2014 Jul 14,0.0,8.9,13.3,4.5,-0.5,9.7
5451,2014 Jul 14,0.0,2.5,7.4,-2.4,-5.1,5.8
11104,2014 Jul 15,2.8,7.4,10.2,4.5,1.2,8.4
18183,2014 Jul 15,0.0,11.8,15.9,9.0,6.5,11.3
1962,2014 Jul 15,0.2,9.7,14.2,5.2,2.9,10.4
2283,2014 Jul 15,0.0,7.6,11.7,3.4,-1.9,8.9
24120,2014 Jul 15,0.0,3.9,11.8,-1.3,-,6.4
24976,2014 Jul 15,0.1,10.2,12.9,7.5,4.8,9.5
3445,2014 Jul 15,0.0,10.3,11.4,9.1,-,8.6
4271,2014 Jul 15,0.0,7.3,11.8,2.7,-3.1,8.9
5451,2014 Jul 15,0.4,1.1,5.7,-3.6,-6.2,5.7
11104,2014 Jul 16,0.2,4.1,8.9,-0.7,-5.7,6.6
18183,2014 Jul 16,0.4,10.2,14.6,6.5,4.0,9.4
1962,2014 Jul 16,0.0,8.2,12.4,3.9,-0.2,8.5
2283,2014 Jul 16,0.0,7.1,11.1,3.0,-1.6,7.9
24120,2014 Jul 16,4.3,5.4,9.5,0.2,-,7.7
24976,2014 Jul 16,1.8,8.9,13.4,6.5,5.1,8.8
3445,2014 Jul 16,16.7,7.8,10.9,4.6,-,8.9
4271,2014 Jul 16,0.4,7.0,12.5,1.5,-4.6,7.5
5451,2014 Jul 16,0.0,3.7,9.3,-1.9,-5.3,5.8
11104,2014 Jul 17,0.0,2.0,7.7,-3.7,-9.4,5.5
18183,2014 Jul 17,1.0,9.0,13.5,3.8,1.7,8.5
1962,2014 Jul 17,0.0,8.2,12.1,4.2,0.1,8.4
2283,2014 Jul 17,0.0,6.8,10.8,2.8,-1.8,7.7
24120,2014 Jul 17,2.8,4.4,7.9,2.3,-,7.7
24976,2014 Jul 17,5.1,8.0,11.3,5.3,4.4,8.1
3445,2014 Jul 17,17.3,8.0,10.2,5.7,-,8.8
4271,2014 Jul 17,0.0,5.4,11.5,-0.7,-5.8,6.1
5451,2014 Jul 17,0.0,1.3,6.8,-4.2,-6.9,4.6
11104,2014 Jul 18,0.0,1.7,7.4,-4.0,-9.5,5.2
18183,2014 Jul 18,0.0,8.0,14.0,2.0,0.0,8.6
1962,2014 Jul 18,0.0,6.8,11.4,2.1,-1.5,8.0
2283,2014 Jul 18,0.0,6.9,11.4,2.3,-1.6,7.9
24120,2014 Jul 18,5.1,3.1,5.4,0.1,-,7.1
24976,2014 Jul 18,2.3,9.3,13.1,7.0,3.8,8.6
3445,2014 Jul 18,1.6,8.0,9.3,6.6,-,9.0
4271,2014 Jul 18,0.0,5.4,11.0,-0.2,-6.8,6.2
5451,2014 Jul 18,0.2,1.4,7.4,-4.6,-8.3,4.2
11104,2014 Jul 19,0.2,0.5,4.4,-3.4,-6.3,5.9
18183,2014 Jul 19,42.2,11.8,14.3,8.5,6.8,12.8
1962,2014 Jul 19,3.2,7.3,12.9,1.6,-2.0,9.2
2283,2014 Jul 19,0.0,6.2,11.0,1.4,-1.9,8.0
24120,2014 Jul 19,0.5,4.6,9.2,0.4,-,7.9
24976,2014 Jul 19,0.0,9.8,14.0,5.7,3.9,9.4
3445,2014 Jul 19,0.0,9.0,9.8,8.2,-,9.7
4271,2014 Jul 19,0.2,5.9,12.6,-0.8,-6.8,6.6
5451,2014 Jul 19,0.0,3.7,8.5,-1.2,-3.7,5.2
11104,2014 Jul 20,4.6,4.5,8.6,0.4,-1.4,7.2
18183,2014 Jul 20,4.4,12.0,13.4,10.1,7.8,12.3
1962,2014 Jul 20,4.0,11.6,14.1,9.0,8.1,11.3
2283,2014 Jul 20,4.0,9.3,11.0,7.6,6.0,9.7
24120,2014 Jul 20,3.9,5.5,10.1,1.2,-,8.2
24976,2014 Jul 20,15.8,11.0,15.3,8.3,6.1,12.0
3445,2014 Jul 20,6.6,8.8,9.8,7.8,-,9.9
4271,2014 Jul 20,0.0,5.6,9.5,1.7,-4.6,7.3
5451,2014 Jul 20,0.2,1.5,5.8,-2.8,-5.6,5.9
11104,2014 Jul 21,0.8,5.5,8.5,2.5,-0.3,6.5
18183,2014 Jul 21,1.8,11.3,14.2,9.0,7.2,9.7
1962,2014 Jul 21,6.8,11.1,14.1,8.1,4.7,10.4
2283,2014 Jul 21,0.2,7.5,11.2,3.8,-1.7,8.3
24120,2014 Jul 21,0.6,4.7,9.2,0.1,-,6.3
24976,2014 Jul 21,4.0,8.7,10.6,5.9,3.9,9.0
3445,2014 Jul 21,0.6,8.2,9.8,6.6,-,8.1
4271,2014 Jul 21,0.4,5.3,11.1,-0.6,-6.4,6.3
5451,2014 Jul 21,3.4,2.3,3.8,0.7,-0.4,5.9
11104,2014 Jul 22,4.0,5.6,10.2,1.0,-3.4,8.6
18183,2014 Jul 22,0.4,9.5,13.4,5.0,2.4,8.8
1962,2014 Jul 22,1.6,7.4,11.5,3.2,-0.1,7.5
2283,2014 Jul 22,0.0,5.0,11.3,-1.3,-4.4,5.9
24120,2014 Jul 22,10.6,5.8,9.7,2.4,-,7.2
24976,2014 Jul 22,0.0,7.3,10.5,5.1,2.3,6.0
3445,2014 Jul 22,1.5,7.9,9.9,5.8,-,7.7
4271,2014 Jul 22,0.0,4.7,11.2,-1.8,-8.4,4.8
5451,2014 Jul 22,0.6,4.6,7.2,1.9,0.5,6.6
11104,2014 Jul 23,4.6,7.8,10.4,5.1,1.5,9.2
18183,2014 Jul 23,0.0,9.0,14.6,3.1,1.5,9.5
1962,2014 Jul 23,0.0,8.1,14.5,1.6,-1.0,9.5
2283,2014 Jul 23,0.0,6.4,14.9,-2.1,-4.8,7.7
24120,2014 Jul 23,1.9,7.3,11.4,0.6,-,8.6
24976,2014 Jul 23,6.8,7.9,9.9,4.1,0.7,8.2
3445,2014 Jul 23,1.8,9.4,10.5,8.3,-,9.7
4271,2014 Jul 23,0.0,6.0,12.2,-0.2,-6.3,7.2
5451,2014 Jul 23,0.4,5.7,9.3,2.1,-1.0,7.4
11104,2014 Jul 24,2.4,8.2,10.0,6.3,4.0,8.2
18183,2014 Jul 24,3.0,11.0,14.7,8.1,6.1,10.8
1962,2014 Jul 24,3.6,9.1,14.0,4.1,1.6,10.4
2283,2014 Jul 24,0.0,8.2,14.4,1.9,-0.3,9.4
24120,2014 Jul 24,0.0,3.6,11.1,-1.7,-,6.9
24976,2014 Jul 24,0.1,8.7,15.4,3.3,0.7,8.3
3445,2014 Jul 24,0.0,8.8,13.3,4.3,-,9.2
4271,2014 Jul 24,0.0,7.7,14.4,0.9,-5.1,7.5
5451,2014 Jul 24,0.0,4.8,9.5,0.0,-3.6,6.4
11104,2014 Jul 25,5.4,8.2,10.1,6.2,3.6,8.8
18183,2014 Jul 25,1.4,11.7,14.4,9.8,7.6,11.1
1962,2014 Jul 25,3.2,11.7,14.0,9.4,6.2,11.5
2283,2014 Jul 25,0.0,10.6,14.3,6.8,0.7,9.6
24120,2014 Jul 25,0.0,4.9,11.5,-2.4,-,7.2
24976,2014 Jul 25,0.5,8.7,15.6,2.9,1.3,7.7
3445,2014 Jul 25,1.0,8.2,12.1,4.2,-,9.0
4271,2014 Jul 25,0.0,8.3,14.5,2.1,-4.4,7.8
5451,2014 Jul 25,0.0,4.7,9.9,-0.5,-3.6,6.8
11104,2014 Jul 26,1.8,7.9,11.8,3.9,-1.5,9.1
18183,2014 Jul 26,0.2,12.2,14.8,10.9,8.7,11.4
1962,2014 Jul 26,0.2,9.6,13.9,5.3,0.3,10.4
2283,2014 Jul 26,0.2,8.1,12.9,3.3,-0.5,9.3
24120,2014 Jul 26,0.0,5.8,13.1,-1.8,-,7.0
24976,2014 Jul 26,0.0,9.0,13.7,4.5,0.4,7.2
3445,2014 Jul 26,0.0,9.0,12.6,5.4,-,8.9
4271,2014 Jul 26,0.0,7.6,13.6,1.6,-5.0,8.5
5451,2014 Jul 26,0.0,3.5,9.0,-2.1,-5.2,6.6
11104,2014 Jul 27,0.8,7.6,12.0,3.1,-1.4,9.0
18183,2014 Jul 27,0.0,11.6,15.6,5.8,3.8,10.1
1962,2014 Jul 27,1.2,9.3,13.4,5.1,1.2,10.8
2283,2014 Jul 27,0.2,7.4,13.8,0.9,-3.2,8.3
24120,2014 Jul 27,0.0,7.3,11.7,3.8,-,7.8
24976,2014 Jul 27,0.5,7.8,13.0,1.8,-1.9,7.3
3445,2014 Jul 27,0.0,8.7,11.1,6.3,-,8.8
4271,2014 Jul 27,0.0,6.8,12.4,1.1,-3.6,8.1
5451,2014 Jul 27,0.0,4.3,10.3,-1.7,-4.9,6.5
11104,2014 Jul 28,0.4,3.3,7.9,-1.3,-5.2,7.1
18183,2014 Jul 28,0.0,9.1,16.0,4.1,2.7,9.8
1962,2014 Jul 28,0.2,8.3,14.1,2.4,-1.3,8.7
2283,2014 Jul 28,0.0,6.9,12.9,0.9,-4.2,7.4
24120,2014 Jul 28,0.0,6.0,11.1,-1.3,-,8.1
24976,2014 Jul 28,0.3,7.8,13.8,3.3,0.2,8.2
3445,2014 Jul 28,1.1,8.8,11.8,5.7,-,9.3
4271,2014 Jul 28,0.0,6.3,11.7,0.9,-4.8,8.1
5451,2014 Jul 28,0.0,3.2,9.8,-3.4,-5.9,6.1
11104,2014 Jul 29,0.4,9.2,13.7,4.6,1.4,9.6
18183,2014 Jul 29,6.0,12.0,17.8,5.1,3.9,12.5
1962,2014 Jul 29,0.0,10.4,16.2,4.6,1.3,11.1
2283,2014 Jul 29,14.4,7.7,13.5,1.8,-0.7,11.0
24120,2014 Jul 29,0.0,10.4,14.3,3.4,-,8.8
24976,2014 Jul 29,0.0,9.7,16.2,1.9,-0.4,8.2
3445,2014 Jul 29,0.8,11.4,13.1,9.6,-,10.7
4271,2014 Jul 29,6.8,9.0,12.3,5.7,3.6,11.2
5451,2014 Jul 29,1.4,8.7,13.9,3.5,1.4,8.1
11104,2014 Jul 30,12.4,10.3,13.4,7.1,4.5,8.8
18183,2014 Jul 30,1.2,14.0,17.9,9.9,6.9,14.8
1962,2014 Jul 30,7.2,14.0,17.5,10.5,7.2,13.7
2283,2014 Jul 30,0.2,11.8,15.9,7.7,4.2,13.7
24120,2014 Jul 30,0.0,9.1,16.3,1.1,-,7.5
24976,2014 Jul 30,0.0,14.2,18.2,11.5,8.8,10.9
3445,2014 Jul 30,0.9,13.7,15.0,12.3,-,12.3
4271,2014 Jul 30,6.4,10.4,13.3,7.5,0.9,11.4
5451,2014 Jul 30,8.6,8.0,11.5,4.4,0.9,7.8
11104,2014 Jul 31,5.4,12.0,16.2,7.7,4.3,10.0
18183,2014 Jul 31,0.0,13.0,18.1,8.0,6.6,13.6
1962,2014 Jul 31,0.0,14.1,18.0,10.2,7.3,13.9
2283,2014 Jul 31,0.0,15.1,16.7,13.5,12.1,15.7
24120,2014 Jul 31,0.0,14.4,22.2,7.1,-,7.1
24976,2014 Jul 31,0.0,14.7,19.3,11.1,7.3,11.0
3445,2014 Jul 31,0.0,14.5,15.6,13.3,-,13.5
4271,2014 Jul 31,0.2,8.9,14.3,3.5,-0.5,11.0
5451,2014 Jul 31,7.6,10.5,15.4,5.6,3.6,8.5
11104,2014 Aug 01,0.0,14.3,18.9,9.7,7.4,9.5
18183,2014 Aug 01,0.0,15.7,19.1,9.7,8.0,17.0
1962,2014 Aug 01,0.2,12.5,17.0,8.0,4.2,14.7
2283,2014 Aug 01,1.2,14.7,15.7,13.6,12.3,15.2
24120,2014 Aug 01,0.0,14.6,20.6,6.5,-,8.6
24976,2014 Aug 01,0.0,14.0,19.6,6.9,2.9,10.4
3445,2014 Aug 01,10.0,14.1,15.5,12.6,-,14.1
4271,2014 Aug 01,2.4,10.7,16.2,5.1,-0.3,12.4
5451,2014 Aug 01,0.2,14.5,18.9,10.1,4.4,7.3
11104,2014 Aug 02,43.4,7.6,9.9,5.2,4.2,9.4
18183,2014 Aug 02,0.0,16.6,17.9,16.0,15.0,17.6
1962,2014 Aug 02,0.6,17.5,19.9,15.1,14.2,16.7
2283,2014 Aug 02,20.8,14.8,15.5,14.1,13.8,16.6
24120,2014 Aug 02,0.0,16.4,23.6,10.2,-,8.7
24976,2014 Aug 02,0.0,17.9,21.7,13.2,9.8,12.7
3445,2014 Aug 02,8.0,15.2,16.4,14.0,-,15.5
4271,2014 Aug 02,3.8,12.6,15.3,9.8,3.3,14.3
5451,2014 Aug 02,27.6,9.2,14.3,4.1,2.4,8.9
11104,2014 Aug 03,0.2,5.7,9.3,2.1,-2.0,7.1
18183,2014 Aug 03,17.0,13.6,16.6,8.9,6.1,14.6
1962,2014 Aug 03,17.2,12.8,15.9,9.7,7.0,14.6
2283,2014 Aug 03,19.6,10.5,15.2,5.7,2.1,12.9
24120,2014 Aug 03,0.7,7.6,11.4,2.4,-,8.7
24976,2014 Aug 03,3.1,15.9,20.3,11.3,9.9,13.2
3445,2014 Aug 03,4.4,12.6,15.9,9.3,-,11.4
4271,2014 Aug 03,1.0,10.7,14.5,6.9,0.1,10.4
5451,2014 Aug 03,0.6,2.8,7.2,-1.6,-4.8,5.6
11104,2014 Aug 04,0.2,5.7,11.5,-0.1,-3.9,6.7
18183,2014 Aug 04,9.2,9.8,14.7,5.2,3.9,10.9
1962,2014 Aug 04,1.0,10.5,15.0,6.0,2.9,10.7
2283,2014 Aug 04,6.6,7.9,10.9,4.9,1.4,9.6
24120,2014 Aug 04,0.0,4.9,10.8,-1.6,-,7.2
24976,2014 Aug 04,125.2,10.5,12.0,7.8,6.9,11.6
3445,2014 Aug 04,0.2,7.8,11.1,4.5,-,8.2
4271,2014 Aug 04,0.0,8.5,13.0,4.0,-2.3,8.2
5451,2014 Aug 04,0.0,2.7,9.1,-3.7,-6.3,5.5
11104,2014 Aug 05,4.2,8.6,15.0,2.1,-1.6,8.5
18183,2014 Aug 05,0.0,11.8,15.2,9.4,7.6,10.7
1962,2014 Aug 05,0.6,11.8,14.8,8.8,6.8,11.2
2283,2014 Aug 05,0.0,9.0,14.7,3.3,-1.2,9.9
24120,2014 Aug 05,0.0,6.2,14.4,-1.9,-,7.1
24976,2014 Aug 05,0.9,9.0,13.3,4.3,1.2,7.9
3445,2014 Aug 05,0.5,8.2,13.3,3.1,-,8.8
4271,2014 Aug 05,0.0,8.4,15.2,1.5,-3.9,7.8
5451,2014 Aug 05,8.6,6.7,12.6,0.7,-1.6,7.4
11104,2014 Aug 06,0.6,7.4,11.2,3.5,1.1,7.0
18183,2014 Aug 06,1.2,12.2,16.0,9.0,6.5,11.6
1962,2014 Aug 06,1.4,12.4,14.8,10.0,6.6,11.1
2283,2014 Aug 06,4.4,10.2,13.5,6.8,3.5,10.2
24120,2014 Aug 06,1.8,7.9,12.5,3.4,-,7.3
24976,2014 Aug 06,1.4,9.3,17.0,2.4,-0.8,8.3
3445,2014 Aug 06,0.2,8.9,12.4,5.3,-,9.0
4271,2014 Aug 06,0.2,9.9,14.6,5.1,-0.4,9.0
5451,2014 Aug 06,1.2,5.4,9.7,1.1,-2.9,6.2
11104,2014 Aug 07,10.4,7.0,11.8,2.2,1.0,7.1
18183,2014 Aug 07,0.0,12.6,15.3,9.9,8.1,11.1
